25.14787204076997,42,33,0
18.094381602148946,28,16,0
22.161736416529635,30,22,0
31.59241415919594,48,27,0
31.799779199931294,51,27,0
29.05959521335398,43,22,1,0
33.41917042477533,49,29,1,0
26.79754265906776,42,24,0
24.559024958431472,36,27,0
24.01434109629649,39,20,0
31.734460962779988,52,28,0
16.283677677266923,25,13,0
31.59241415919594,48,27,0
31.98616253345363,48,28,0
30.1546878858067,49,25,0
19.42416178316648,27,19,0
31.59241415919594,48,27,0
31.59241415919594,48,27,0
31.59241415919594,48,27,0
16.700910676305757,27,17,0
29.999615309952777,48,23,0
24.559024958431472,36,27,0
28.138138857179246,47,19,1
12.84183588652956,18,10,0
31.59241415919594,48,27,1
31.59241415919594,48,27,0
24.559024958431472,36,27,0
29.800097032034937,48,23,0
29.05959521335398,43,22,0
24.559024958431472,36,27,0
29.690444677321253,53,24,1
33.147959416822644,51,26,0
30.52133062567264,46,27,1
22.363984212244848,41,22,0
28.97341762252846,44,31,0
15.627244842529649,24,17,0
29.071910764840904,44,31,0
32.348733554924095,51,26,0
24.559024958431472,36,27,0
24.559024958431472,36,27,1
29.910379452401045,45,31,0
29.071910764840904,44,31,0
29.872977067137853,49,24,0
29.910379452401045,45,31,0
29.910379452401045,45,31,0
11.725374587684433,48,31,0
29.05959521335398,43,22,0
25.454152928668258,39,22,0
28.539574062102325,44,26,1
11.725374587684433,48,31,0
11.725374587684433,48,31,1
29.05959521335398,43,22,0
11.725374587684433,48,31,0
30.03986485447743,47,27,0
30.47916545183729,46,25,0
29.05959521335398,43,22,0
29.05959521335398,43,22,0
31.60312088887997,53,28,1
29.05959521335398,43,22,1
25.213984127528672,41,23,0
25.97873494663276,43,25,1
29.05959521335398,43,22,0
29.910379452401045,45,31,0
13.251915308835722,23,11,1
24.559024958431472,36,27,0
24.559024958431472,36,27,0
17.36486585468855,26,18,0
24.32829796831927,38,23,0
17.44954399056856,28,17,0
31.450616349358274,46,30,0
32.366106948999246,49,25,0
29.910379452401045,45,31,0
24.68490722324542,37,21,1
29.910379452401045,45,31,0
29.05959521335398,43,22,0
28.97341762252846,44,31,0
32.859744812910684,47,30,0
29.05959521335398,43,22,0
29.05959521335398,43,22,1
32.87035673322461,51,31,0
30.419114033243655,42,28,1
29.05959521335398,43,22,1
29.05959521335398,43,22,0
30.0966568995762,48,21,0
